N,Processes,Chunk_Size,Computation_Time_sec,Communication_Time_sec,Overall_Time_sec
40000000,1,64,14.576078,0.005057,14.900691
40000000,2,64,7.291327,0.046174,7.641903
40000000,4,64,3.648643,0.117072,4.042621
40000000,8,64,1.832680,0.120008,2.221711
40000000,16,64,0.923244,0.170699,1.372242
40000000,32,64,0.466198,0.265406,1.014775
40000000,128,64,0.226465,0.493412,0.993239
