N,Processes,Chunk_Size,Computation_Time_sec,Communication_Time_sec,Overall_Time_sec
40000000,1,32,14.376180,0.005572,14.622687
40000000,2,32,7.193150,0.040390,7.497391
40000000,4,32,3.601594,0.115141,3.975986
40000000,8,32,1.805145,0.112799,2.184385
40000000,16,32,0.917978,0.164321,1.337957
40000000,32,32,0.457364,0.266287,0.986408
40000000,64,32,0.359549,0.357152,0.834628
