N,Processes,Chunk_Size,Computation_Time_sec,Communication_Time_sec,Overall_Time_sec
40000000,1,64,14.366597,0.008158,14.619957
40000000,2,64,7.197712,0.048617,7.495557
40000000,4,64,3.604073,0.123259,3.971595
40000000,8,64,1.813126,0.115458,2.172641
40000000,16,64,1.013641,0.239244,1.409082
40000000,32,64,0.783356,0.548784,1.257749
40000000,128,64,0.214691,0.483701,0.880445
