N,Processes,Chunk_Size,Computation_Time_sec,Communication_Time_sec,Overall_Time_sec
40000000,1,16,14.383171,0.004742,14.642044
40000000,2,16,7.193685,0.040525,7.483434
40000000,4,16,3.605221,0.118764,3.981692
40000000,8,16,1.806322,0.115476,2.168410
40000000,16,16,1.387821,0.629000,1.775106
40000000,32,16,0.456095,0.258240,0.949816
40000000,64,16,0.362820,0.356420,0.820685
