N,Chunk_Size,Processes,Threads_Per_Process,Total_Workers,Computational_Time_sec,Communication_Time_sec,Overall_Time_sec
10000000,1,8,1,8,0.258103041,0.107281117,0.444014697
10000000,1,8,2,16,0.250123643,0.189935011,0.394252103
10000000,1,8,4,32,0.078278426,0.121861104,0.260923095
10000000,1,8,8,64,0.059024736,0.142935746,0.253201547
10000000,1,8,16,128,0.039817635,0.204649521,0.307503038
