N,Processes,Computation_Time_sec,Communication_Time_sec,Overall_Time_sec
10000000,1,2.007652,0.002381,2.098158
10000000,2,1.006578,0.034759,1.113185
10000000,4,0.514068,0.091690,0.666809
10000000,8,0.256731,0.096533,0.421329
10000000,16,0.134629,0.117523,0.334446
10000000,32,0.084344,0.144361,0.291711
10000000,64,0.089492,0.382111,0.582057
10000000,128,0.091230,0.266943,1.123433
